,comment
39,KEREN BANGET😭 demi apapun ku merinding nontonnya😭😭😭😭👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽
40,YOUTOBER OLD EMANG GG BEDA SAMA YOUTOBER GIVE AWAY!
41,Where is son of zeus :(
42,serius nanya ini anak cewe yg di awal siapa?
43,Nitip komen sebelum 1jt views
44,KERENNNN AMPUN AMMPUNNN 😭😭 GA KERASA UDAH REWIND20 PERASAAN KEMAREN BARU 2016😭
45,Mana om mobi n ridwan hanif?
46,keren banget♡♡♡
47,kurang bobon doang si ini
48,Ericko lim gaada  ya?
49,Keren banget T.T
50,merindingg ini mah bagus bangetttt wajib trending pokoknyaaaaa
51,scoringnya juara !!!
52,"erokontolim kok ga ada ya?

serius nanya."
53,"U
N
1
T"
54,#RI2020 #Trendingkan#Trending#Indogointernasional#Rewind2020
55,"Mantap parah, sampe nyentuh hati dong. Btw, thankyou skinny24 see u when i see u. Sukses terus youtube indo.."
56,"SUMPAH, INI KEREN BGT PARAHH!!!!!!!
PROUD BGT JD ANAK INDONESIA!!<3"
57,SALUT
58,Mantappppp
59,KERENNN BGT KONSEPPNYAAAAA GADA OBATTT SUMPAHHH!!!
60,Gila ini keren sumpah 🔥🔥 Nonton ini campur sedih dan happy ngeliatnya.  Semoga kita sehat2 selalu dan semoga virus ini  hilang dari bumi ini. Amin 😊
61,#wesurvive2020
62,Iciss😍😍😍
63,#RI2020 #Trendingkan#Trending#Indogointernasional#Rewind2020
64,Chandra becanda...
65,Bagus banget
66,#RI2020 TRENDINGKANNNN. GILAK GEMETER KARNA TAKJUB GW. DITENGAH PANDEMI BISA BIKIN KARYA SEBAGUS INI🔥🔥🔥🔥🔥KEREN BAT GILAK
67,Keren abizzz
68,Kerenn😭 ❤️❤️❤️
69,Njiirr.. nonton ke 2 kali pas saya colok itu earphone ke hp..langsung...duaarr!! Kwalitas sound nya donk.. bikin makin keren abis! Berasa bgt kangen suasana bioskopnya! Duh ga ngerti lagi..secinta itu gw sama Chandra Liow n Aulion! Plis pliisss..jgn berhenti berkarya!!
70,Kerenn😭 ❤️❤️❤️
71,"Yg kagen YouTube 2015-2016
😭😭😭
Kangen kevin sama edhozell"
72,PENGEN RASANYA WAKTU DIPUTAR KEMBALI 👍
73,Asli keren banget
74,Keren parah hiks
75,Kereen bangett siihh 🔥 #nyalakanindonesia
76,Good
77,YUTUBE REWIND TERBAIKKKKKK
78,Terlalu emang buat ini terlalu keren
79,Youtube rewind terepic bagi gua🔥🔥🔥
80,Trending trendingkannnnn
81,"#RI2020 : How you like that?
Me : YESSSS 🔥"
82,Demi apa kerennnnnnnn😭❤🇮🇩
83,#RI2020 #Trendingkan#Trending#Indogointernasional#Rewind2020
84,Saking kerennya gua merinding borr
85,Goks🔥🔥🔥
86,"Njir lah.... keren asli, bagian favorit gua pas lagu black pink dan kepergian skiny"
87,Asliii! Ini keren banget banget bangeeeet deh...karya anak bangsa :)
88,"Di awal dibuat ketawa ketiwi sama paman
Di akhir dibuat sedih sampe nangis keinget jaman YouTube belum dijajah sama artis.

Well done boys."
89,Kerennnnnn
90,"merinding asliiii
keren parahhhhh😭"
91,KEREN BANGET WOYYY😭❤️❤️❤️
92,Merinding
93,Percuma kalau msh ada buzzeRp
94,#RI2020 ON FIRE
95,Keren parahhhh 💥💥🔥🔥🔥
96,Trending..
97,GOKIL PARAHH UNTUNG BELUM TELAT BANGET🔥🔥🔥
98,Anjay mabar
99,Knp aku bukan boneka bukan si kekey ? Tp lagu2 lain si penyanyi asli yg tampil ?? Nggak nongol si rans entertaiment sm bapau ??
100,Bulu kuduk berdiri bangsat🔥🔥🔥🔥
101,Gokz emang chandra.. Berkarya tanpa harus drama.. Kualitas diatas kuantitas.. Salute..
102,Thank u..  Best gift in 2020...
103,DAEBAAAAK!!!!💜💜💜
104,mantep banget sumpah ! ! T . T
105,"G G 


MAINYA HEBAT"
106,#RI2020 #Trendingkan#Trending#Indogointernasional#Rewind2020
107,Baru ini liat youtube bisa merinding 😭 sekaligus sedih 2020 ternyata isinya begituan
108,Merinding keren!!!
109,Speechless; youtuber Indonesia membanggakan banget!! #RI2020
110,GILA KEREN BANGET
111,the ending made me cry ...
112,Gila Keren Banget Ayo Trending Kan Ke 1 Ayooo
113,"Diamana ini you tuber gaming favorit saya Kak Regi MiawAug,Windah Basudara,dan ACI GameSpot 😔"
114,#nyalakanindonesia
115,KERENNNN BGTT
116,TRENDINGKAN !
117,Eh ada morganisa malam minggu miko😭
118,"Thanks for everything u guys did to this platform, u guys are flippin awesome."
119,akhirnya setelah tahun kemarin off
120,"Wih siapa yang kesini gara gara liat ig nya Fitra Eri. Tapi kurang 3 orang yaitu om mobi, Ridwan Hanif Rahmadi dan Arief Muhammad hayo. Harus nya ada video nya Jimny challenge. Tapi gak papa lah kalo gak ada."
121,"Nonton ini the real ""mau nangis, rasanya kek mau meninggal..!!"""
122,Merinding
123,TRENDINGG YUU BISAAAAAA!!!
124,"Preciate a lot, good job for you all guys 👏"
125,Merinding parahhhh
126,I'm crying!!! 😭😭😭😭😭❤🤟🥺
127,Scene terakhir dabest parah🔥
128,4.18 itu mantep bngt woy😭🔫
129,Sumfaaaaah sedih
130,#RI2020 god bye skinnyindonesian24 the best YOUTUBE REWIND INDO!!
131,mantap
132,"Keren, kerja bagus untuk semuanya! Saya sampai dibuat menangis, terlalu penuh dengan memori YouTube Indonesia yang dulu-dulu. Panjang umur perjuangan!❤ #NyalakanIndonesia"
133,"keren banget, ga bisa berhenti nonton!! sedih juga tapi 😭💙💙"
134,Gokil gokil gokil keren bangetttt
135,"Merinding nonton nya ,"
136,Merinding liat nya sampe nangis 🥲
137,Ngakak pas bagian pak Muh anjir wkwkwkwkwkwkw
138,Men... I cry...
139,"Banyak bawangnya haha
Keren sih huhuuu"
140,Gue baru sadar ada dosan sama pak han wkwkkwk
141,"KEREN PARAH EUY, GADA OBAT 🔥"
142,Keren🔥🔥🔥🔥
143,4:13 Sindirannya parah 😂🤘
144,Anjayyy jadii✨🇮🇩
145,KERENN😭😭
146,Hanin nyanyi langsung merinding gilaaaaaaaaa suka
147,Bang budiiii Guysss
148,"Rewind kali ini bikin perasaan aku jadi campur aduk, kadang ketawa, kadang nangis, apalagi pas bagian kak andovi ama kak jovi keluar :'"
149,The Best Youtube REWIND EVER
150,Mantap
151,#RI2020 #Trendingkan#Trending#Indogointernasional#Rewind2020
152,ADA ATTA AUTO SKIP 10 DETIK KEMUDIAN.
153,"Belum perna komen apa""di konten yutupe siapapun. Kali ini anjirrr harus aku akui ini keren bgt sumpahhhhhhhhhh. Kilas balik semua hal yang terjadi di 2020. Dimna banyak di antaran kita cuman bisa ngejalanin aktifitas kurang lebih 3bulan saja di tahun ini. Dan banyak bgt pembelajaran yg di dapat. Terima kasih buat semua elemen yang terlibat dalam hal kemanusiaan. Kalian luar biasa banget. Hebat hebat hebat!!!"
154,Ajiibbb !!!
155,Wahh asli sih keren banget
156,Karena ini keren banget yuk trending yuk!!
157,keren aslina
158,keren bangett:)))
159,kecee badai😎 keren bangettt😭😎 makasii 2020🤧
160,ANJAYYYY KERENN BANGET ANJIR VIBES TIKTOKNYA NGENA BANGETTT 😭😭😭😭
161,Mantap
162,"Woahh woah, speechless:))))"
163,TERKERENNNN😭👏👏👏👍👍👍
164,Keren karya anak bangsa #RI2020 🔥
165,GILA! Keren bgt
166,Iklan nyaa gangguuuu
167,KEREEENNNNN!!! AKU BANTU GA SKIP IKLANNYA BUAT NANTI BIKIN YOUTUBE REWIND 2021 BIAR TAMBAH KERENNN LAGEEEEEEEE!!!
168,Karena ini keren banget yuk trending yuk!!
169,ytrewind 2018 sampah
170,Best Youtube Rewind on Earth
171,Ba Radit ga ikut ya?
172,MERINDING ASLI HALPH
173,Nangis sih keren banget
174,Kurang MiawAug
175,Semoga di yt rewind beberapa tahun  berikutnya ada aku 🥺🥺
176,"Kita lihat di YouTube, tapi Kita rindu YouTube ❤️"
177,YTR ter epic !! #RI2020
178,🔥🔥🔥🔥🔥🔥
179,Merindinggg
180,MERINDING GAK BERENTI BERENTI !!!!
181,LET'S GO TRENDING KANNNNNNNN GESSS
182,"my amazing 14 minutes, gua nangis anjr pas bagian akhir wkwk"
183,"bang radit diwakilin mas anca, gokil"
184,"merinding asli🔥🔥
keren banget!!!"
185,ASLI KEREN PARAH! INI MAH KUDU TRENDING 😭
186,Anak kecil yang pertama itu youtuber juga kah?
187,KERENNNNN😍😍😍
188,"Keren parah. Ga cuma rewind Indonesia 2020. Tapiiii sisipan rewind Indonesia decade nya kerreen parah.
Terimakasih kepada kalian yang memberikan ini semua, 2020 menjadi sedikit lebih indah dengan #RI2020
Sehat terus untuk kita semua.
Semoga 2021 lebih baik dari tahun sebelumnya."
189,Merinding bangett😭😭
190,Keren bangettttt
191,Kereeeeeen
192,Keren asli
193,Keren abiiiiieeeesdss
194,Pak muhhhhh
195,KERENNN ABISSSSSS
196,Karena ini keren banget yuk trending yuk!!
197,"KEREN BANGET PARAHHH! So proud with u guys, makasih udah bikin karya sebagus ini, jaya selalu Indonesian creators"
198,PS5 nya kecepetan brok
199,"Penutup akhir tahun yg sangat meREWINDkan :,)"
200,"epiiiiiic para youtuber berkumpul dan sedih dan seram.indonesia maju melawan corona,bersatu kita teguh bercerai kita
siapa cita citanya nonton berkali kali
yang like
👇👇💖💖"
201,"Seger banget mata gua ngeliatnya, lightningnyaa set up lightningnya dll LIIIITTTT"
202,Sad ending 😭
203,Keren bangettttttt
204,Keyeen bangetttt
205,Sumpah keren
206,"Keren merinding wahhhhhh ga bisa berkata kata lagi,, terima kasih"
207,Keren banget sampai merinding gue nnton nya
208,"Ini youtube rewind indonesia terbaik, terbagus, terniat, terkeren, ter-dabes lah pokoknya, sangat menakjubkan 🔥🔥🔥 semangat terus buat kalian para youtuber atau konten kreator indonesia. KALIAN SEMUA HEBATTTT!!!"
209,MERINDINH....GILA KEREN BGT ASLI
210,MANTAP JIWAA
211,aaaa keren banget >< selama video diputar aku merinding loh :>
212,Kerennnnn abiss🔥🔥👍
213,"Kerenn nih, salut"
214,Mau dong tiap akhir tahun selalu ada video rewind sperti ini hehe
215,"keren banget, ayo dilike jangan lupa guys!"
216,AYOOO TRENDINGGGG!!
217,MANCA MANAAAAA
218,Keren✨
219,Deny caknan aja masuk masak felix irwan nggak?
220,PAK MUH IDOLAKUUUUUUUUUUUUU
221,keceee
222,kerenn bgt aligggggg
223,Keren banget sampe nangis 😭😭👍
224,bagus banget anjrot
225,Karena ini keren banget yuk trending yuk!!
226,GOKIL MERINDINGGG BANGETTT!!
227,Goks banget si ini sumpehh
228,GOKILLL WOII
229,"INI SEDIH BANGET, TAPI HAPPY GMN TUH"
230,⛄🔥🔥🔥🔥🔥🔥
231,"sumpah pak, ini cen jancuk banget 😭👌"
232,suka banget!! mo nangis rasanya 😭
233,"09.00 sumpah asli musiknya keren parah,transisi nyo smooth"
234,🔥🔥🔥🔥🔥🔥
235,musiknya ga tahannn
236,Merinding gw denger lathi🥺
237,"Feel dari video ini nyampe ke kita, bang. Scene terakhir 💔"
238,Bikin bareng' kak atta sama kak Aurel dong bareng
239,i got goosebumps alr
240,"GAK MUNGKIN GAK NANGIS NNTN INI. ENTAH KRN HARU, SENENG, SEDIH. GILA."
241,Awesome anjim!
242,GOKILL!!
243,ko gue nangid T_T
244,HARUS TRENDING
245,"Bahkan detail kecill doang gue ngerti, woiii ini kerenn bangettttttt emang nggak pernahh mengecewakannn sihhh saluttttttttt. Positif thingking aja mungkin yg dislike impostor"
246,the quality tho
247,🥰🥰🥰🥰🥰🥰🥰🥰
248,AAAAAAA KEREN BNGTTT:(
249,"KERENNN, VALIDDDD NO DEBAT"
250,kerennnn parahhhhh <3
251,"TRENDING SATU BULAN GAK NIII 
#TRENDING"
252,Karena ini keren banget yuk trending yuk!!
253,"terharuuuu, nangis bgt bagus bgt ih😭😭😭"
254,Mantap
255,Tolong Carikan dimana kekeyi
256,Terharus...
257,Like terus dan banyak pembelajaran dari semua ini .. beautiful.
258,Gak bisa ngomong apa-apa! Penutup tahun yg gokil 🔥🔥🔥
259,"keren banget! merinding, nangis, bener bener masterpiece. terimakasih untuk kalian semua yang sudah mendedikasikan diri untuk membuat video ini :"""
260,"NICEEE, SO COOL, BTW odading mang oleh ada apa kagak? :v"
261,MERINDING COKK KEREN SANGADDD!
262,Ada wajah FRISLLY PAS KBP dong.
263,EH ADA PAK MUH 😂😂😂😍
264,KEREN BANGET GILA WOEEE
265,"Gua pas scene terakhir yg ""when somebody love me"" jujur merinding seneng dan rada sedih,karena welll....,sebagian dari mereka sudah pensiun dan menjelang pensi ato gk youtuber² lama yg,emang ngebuat Vidio dulu tuh just for fun,terutama buat bang Tara Ama gema,sumpah mereka itu keren dah,setiap main game,selalu pasti ngebuat gua ketawa😀😂,tapi well,semua punya batas,dan gua juga seneng youtuber Indo makin banyak yg berkembang,kek bangpen,dll,keren² dah mereka,dan semoga para penerus bisa lahh,berkarya lebih bagus dari pada mereka,Soo,thank you,karena sudah menghibur kami para netizen😀❤️"
266,MERINDING MALEM-MALEM!
267,Keren Abis 😭 🔥 Menyala🔥🔥
268,YouTube rewind dari tahun ke tahun gak pernah ngecewain
269,Dalgona mana?
270,"Merinding, proud you guys proud you youtubers indonesia, semoga tahun 2021 akan jadi masa untuk para youtubers untuk berkarya dan menghibur, life long the king chandra liaw"
271,🔥🔥🔥🔥🔥
272,"sedih,tapi keren banget parah"
273,Karena ini keren banget yuk trending yuk!!
274,"Pecah si.. Keren banget.. Merinding, haru, ayo Indonesia kita bisa.. Semangat untuk masa depan yang lebih baik.. Kuatkan dunia"
275,Epick parah🔥🔥🔥🔥
276,"Tiba tiba nangiss, terharu"
277,Sangat berwarna ya bund
278,Jujur keren banget:(
279,aku sedang mencari baim wong
280,BENERAN INI VIDEO KEREN BANGET
281,keren banget woiiiiiiiiii
282,"Semoga di tahun berikut nya corona dahh hilang :"""
283,bim lu dimana #pickypicks
284,😭terharu
285,Gak akan ada yang bahas penampakan muka kak faiz apa?🐧
286,"Bajingan sekali orang orang yang membuat ini, kenapa bisa keren kali :("
287,What a closing for 2020 :')
288,Gila gila gila epic!!!!
289,KARYA SEKEREN SEBAGUS SEEPIC MASIH ADA YANG DISLIKE? Wth
290,Damn son! Siapa yang naruh bawang disini? Keren bet asli gila! 👏👏
291,"merinding nontonnya, keren parah sumpah"
292,Mood pak muh 😭
293,ditonton berunglangkali masih ga nyangka sebagus ini
294,Karena ini keren banget yuk trending yuk!!
295,keren kali ajg
296,Ketika tangis dan tawa menjadi satu
297,"THANKS BUAT PARA TENAGA KERJA MEDIS YG UDH MEMPERTARUHKAN NYAWA KALIAN UNTUK NEGRI INI,SEMOGA DENGAN JASA KALIAN NEGRI INI MENJADI LEBIH BAIK AAMIIN"
298,Keren parah
299,This is YouTube rewind Indonesia paling bagus sihh gila bagus bagetttt harus trending sihh dan negara lain harus liat
300,Kurang Baim Wong sama channel hobby makan😭
301,Big Thanks! ❤️
302,"Awalnya mau bikin 10 paragraf komen tentang betapa kerennya Video ini, tapi pada akhirnya cuman Bisa bilang Ong im Mindblown..m"
303,Nangis!!! Sekeren ini😭❤️❤️❤️
304,sumpah tiba² ada rewind kgk tau ada info nya sumpah🤣muncul di branda 2 jam lalu autoo cusssss
305,"Seneng liatnya, i wish i could be part of them in the future"
306,💖💖💖
307,Sudah 2x nonton dan masih merinding + menitihkan air mata🥺 good job 🔥🔥🔥
308,🔥🔥🔥🔥
309,Gokillll
310,"Ahh gokil keren abis :""D"
311,"The best,sampe merinding"
312,Kerennn #RI2020
313,Yoi
314,"KEREN BANGET ASLIIIII. AKU BANGGA, INDONESIA PUNYA KALIAN. TERIMA KASIH BANYAK :)"
315,"Terima kasih ibu sudah memperbolehkan ku untuk nonton rewind indonesia 2020 ini keren

~windah ""jend bocil"" basudara"
316,sumpahhh pokonya keren bgtttt
317,Ngga ada obeng
318,The Santoso mana
319,Pak muh lucu bgT
320,Saking kerennya..
321,"MERINDINGG BGTTT BTW PENGEN NANGIS SCENE AKHIR :( thankyou skinnyindonesian24, youtuber yg gue tonton sejak 2014 :')"
322,Semangat Indonesia!❤️🇮🇩
323,KERENNN BNGT WOYYYY!!!!
324,Karena ini keren banget yuk trending yuk!!
325,Kerennnn bangetttttt
326,KEREN  CUY!!
327,"Ini Rewind yg me rewind video yt rewind dan video"" yg di rewind
Sumpah ini gila sih😭🎉🎉🎉🎉"
328,Keren woyyyyyyy!!!
329,"Demi apasih ini merinding banget, sumpah asli PETJAH BANGEEETTT ini, goks youtube rewind 2020, salut buat chandraliaw, skinnyindonesia24, nessi judge, dan juga tim. #proudofyou guys. #RI2020"
330,woah!! keren bangettt
331,"Sumpah gak tau kenapa aku ngerasa sedih,,"
332,WOY GOFAR HILMAN MANA ANJER
333,Gk seru yang terkenal2 gk masuk kayak brando dll
334,Trendingkannnnnn
335,ngericcc 🔥🔥🔥🔥
336,Finally
337,Asli keren 😭😭😭😭😭
338,Gilaaa merinding gua nontonnya
339,"Keren bangettt remix muziknya dan videonya parahhhh kerennn

Salam dari malaysia 🇲🇾"
340,Nice :')
341,KERENNNN BANGETTTT SUMPAHHHH
342,Mana nih tim rans garis keras? WKWKWK
343,"Bimo sama qorygore ga masuk ,sibuk yah"
344,"Anjir lah keren abis video thanks creator indonesia yang selalu berjuang untuk terus berkarya, gw ngerasain banget emosi video ini. Stand tall my friend goodluck terus!"
345,INDAH hanya satu kata berjuta makna❤️
346,Rewind Indonesia 2020. #RI2020
347,KEREN BANGET WOI GILAAA GOKIILLL
348,Kereeeeen bangeeeeet.. Rewind Indonesia terkeren 2020 🔥🔥🔥🔥
349,INI APAANSIHHHH KO KEREN BNGTTT😠😠😠😠😠😠😠
350,KERENNN
351,mantebbbb💥💥💥
352,SUMPAH DEH KEREN BGT
353,#RI2020 #Trendingkan
354,masterpiece! emosinya kebawa bangen nontonnya. terimakasih udah kasih kami hadiah terbaik di 2020 yang gelap ini. sampai jumpa lagi semuanya di tahun depan!
355,"YouTube rewind 2018 nenangis melihat ini,
Yg setuju like👍
Jumlah orang yg setuju
👇"
356,Keren banget sumpah
357,Yg ngedis gapunya otak. Luar biasa #RI2020 ayo kita #nyalakanIndonesia
358,Terimakasih tahun 2020:)
359,Sumpah Keren Parah
360,"Keren bangett parah taun inii ,yg dislike ada masalah idup ape sii ehe :)"
361,Bimo gakeliatan ya?
362,Wah mantep sih ini
363,Suka banget Ama suaranya awkarin❤️😘
364,What a masterpiece! No one could've done it better than you guys. Thankyou for everything.
365,SO PROUD TO ALL THE CREW THAT WORK BEHIND THIS MASTERPIECEEEEEEEEE. RISE AND SHINE #RI2020
366,"Wajib trending ini mah 🔥🔥🔥

#RI2020"
367,kereeeennn bgttt jujuurrrrrr😭😭😭😭❤❤❤
368,gila pecah🔥🔥🔥
369,woahhhh keren gilaa
370,This is a masterpiece
371,Keren parahhhhh🔥
372,Kereeeeen bgt
373,Keren bgt
374,"Sungguh penutup yang sangat baik diakhir tahun ini, semoga kita semua selalu diberi kesehatan dan keselamatan di tengah keadaan bumi pertiwi kita yang sedang di uji ini, amin:) #RI2020"
375,Go trending!!!!
376,GILAKKKKKKK
377,merinding :(
378,pak muh tumben ga pegang remot
379,hadir dan like...
380,Mantapp👍🏻
381,#RI2020 #Trendingkan
382,"Gilaaaaakkk, antara kagum, sedih sama ngga tau mau ngomong apa. KEREN BANGET LAAHH 💛💛💛💛"
383,#RI2020
384,AAAA SUCH A GOOD OLD MEMORY
385,ayo trendingkan!!
386,Keren ini sih
387,Liat sekali gak cukup. 😍
388,Ga ada BOBON?!!!
389,over power 🇮🇩
390,"Gapaham lagi sih gua, keren banget dah..."
391,"Kek lucu terus ada rasa bangga tapi sedih pengen nangis. Kek campur2 gitu. 2020 emang tahun terberat kita, tapi kita juga lah yang saling menguatkan saru sama lain. Saling menghibur, saling bantu membantu. Stay strong buat kita semua."
392,Arief muhamad mana
393,MERINDDIIINGGGG
394,Baru 3 jam ud 530+ribu
395,Merinding🔥
396,APA INI? KENAPA KEREN BGT GINI😭😭😭
397,KERENNN BANGET
398,KEREN BGT AAAA😍😍😍
399,Classsss❤️❤️❤️
400,"#ANJAY
#EWINGSD"
401,Trending
402,#RI2020 #Trendingkan
403,KEREN BGTTT FIKSSSSSS. SENENG SEDIH CMPUR ADUK PAS NNTN INI :')
404,"Youtube : No rewind this year

Indonesian youtubers : fine, we'll do it ourself"
405,WAH GILAA
406,Kok gue jadi sedih ya
407,"kesini cuman gara"" ad coki muslim"
408,Sedeeeppp betulll nih editornya. Good job all!!!
409,"Sad ending yaa ?
Persembahan terakhir SkinyIndonesia24 di yutub ?"
410,Keren bjir🔥🔥
411,GO INDONESIA! STAY STRONG 🔥
412,keren parah sih
413,Goks boy
414,DAMNNNN
415,Best nyaaa❤❤❤❤❤
416,Yok bisa trending yok
417,🔥🔥🔥🔥🔥🔥🔥
418,Gokilll wehh keren bngt merinding parah!!!
419,KEREN BGT
420,"Good job all, congratulation"
421,"THANK YOU ALL CREW, YOUTUBERS, EVERYONE FOR MAKING THIS MASTERPIECE, ITS BEAUTIFULLY LIT.
And guys, we made it this far, we are one, don't let anyone tells us another. #RI2020"
422,"Perasaan cepet banget deh, kayaknya baru kemaren nonton rewind yt 2019, he ini udah rewind 2020 aja TT TT mana keren bgt wuyy"
423,"Kualitas international 
Heads up buat tim produksi"
424,Number One ini mah👍👍👍👍
425,keren bgt!!
426,"Keren bangeeet thankyou semuaaa
selalu paling ditunggu di akhir tahun"
427,Trendingggg! AYOOO
428,SUMPAH KECEEEE BGT!!! SPEECHLESS!!
429,Sumpah bikin merinding sekaligus sedih
430,Goks YouTube REWIND 2020 THE BEST LAAH
431,IM SO SAD :((
432,KERENN!!!!!!
433,#RI2020 #Trendingkan
434,GG
435,JANGAN KOMEN PAKE EMOT GAES KITA TR3NDINGKAN!
436,"bangga bgt guaaaa asli, pas ada buna seneng bgt liatnya"
437,EPIC VIDEO
438,Raffi Ahmad Baim Wong?
439,11:43 THANK YOUU SO MUCH SkinnyIndonesian24 see u when i see u
440,Terimakasih udah buat aku menangis
441,"saking kerennya sampe merinding nontonnya, mo nangis 😭. Keren parah"
442,sumpah keren banget sampe merinding nontonya😭😭😭😭
443,Keren
444,Kerennnnnnn bangettttttttttt
445,"Saat pakai APD itu harusnya pakek sarung tangan karet, biar lebih wow"
446,YT rewind 2020 lebih baik daripada tahun 2019
447,"Thank You, Thank You, Thank You. That was Beautiful Rewind. #RI2020"
448,KEREN BANGETT
449,Mana nihh bimopd kok ga adaaa
450,Keren parahh 👍👍👍
451,"Keren, makasi yg udah buat.... ❤❤"
452,Merinding 🔥🔥🔥🔥 kuat lah indonesia
453,Kok gak ada CHIKA terngiang ngiang😭😭
454,Sumpah keren banget🔥🔥👏👏
455,"AHHHHH AKU MASIH MUDA TAPI MERASA SUDAH TUA, DARI AWAL KARIER YOUTUBER INDONESIA, DARI REWIND2 SBLMNYA, GW IKUTIN SEMUANYA DAN EMANG JUJUR GW UDAH JENUH DENGAN TAHUN INI, BUT THX GUYS VIDEO INI MENGOBATI GW. I'M HAPPY BUT CRYING TOO"
456,#RI2020 #Trendingkan
457,"Sinta jojo dong, bikin kangen masa2 warnet"
458,gilaa keren bgt nangis😭😍
459,Ternyata ada leo
460,"W rasa komen w gk bakal kebaca karna udh rame yg komen. Tp, w bakal bilang wawww. W benar2 suka klu sesuatu itu benar2 kreatif. Rewind kali ini benar2 berkonsep, tersusun. Mantap pokokny"
461,Sumpah detik-detik terakhir bikin gw nangis fr T_T
462,Semoga tahun 2021 corona/COVID-19  sudah tiada 
463,FUCKING LIT 🔥🔥🔥 THANK YOU
464,Tu atta kw atau asli?
465,keren bgt😍🥺
466,Masih bagusan yg 2018 by erickolim 😎👍
467,"10:26 dibagian wajah terlihat lightning berwarna merah, tetapi saat scene awal diganti 10:29 , orang yang paling depan tidak terkena lightning itu, saat ganti scene lagi 10:48 , lightning itu memancarkan cahaya merah lagi, tetapi lagi nih, discene berikutnya warna lightning berubah menjadi putih 10:45 ..... (Hanya memberitahu letak kesalahan ya teman-teman jangan dianggap serius)"
468,Kerennnnn bgtttt woiii
469,"Gokiiillllllllll, kereennn bggtt🎉"
470,wagelasehhh
471,Ini keren gila
472,"Merinding gelo, keren parah sih🔥🔥"
473,makasih 2020:)
474,#RI2020 #Trendingkan
475,Keren pake banget
476,"sumpah, keren bangettttttttt 🔥🔥🔥"
477,"Keren banget ini ,,,,"
478,Td ada un1ty shok parahh
479,kerennnnnnnn
480,Chkky dan muslim blokk🤣🤣 kalian bintang y🔥🔥
481,"jadi teringat masa lalu, good job team.. senang rasanya liat youtuber animasi mulai masuk rewind. untuk rewind selanjutnya mungkin akan lebih sulit tapi jika ada yang mau mengerjakannya saya ucapkan semangat dan semoga sukses.. terima kasih"
482,❤❤
483,aku kok terharu banget malah lihatnya~
484,GG KATA ILHAM REWIND NYA
485,3:09 ewing 4k
486,"Sebagai pencinta yt Indonesia yg ngikutin dr dulu gue merinding dan nangis nonton yt rewind Indonesia thn ini, parah! Perfect!Tengkyu kalian semua! we’ll missyou skinnyindonesian24!"
487,"I don't what to say. This is insane🔥🔥🔥 
thanks you for make its happen"
488,keren bgt parahhhhh
489,"#RI2020
Keren bgtt anjay😭🇮🇩👍🏿"
490,Keren banget ga ngerti lagi 😭😭❤️❤️❤️
