,comment
57,TRENDING🔥🔥🔥
58,3:36 manis banget aduhhh
59,The real Indonesia YouTubers 🔥🔥🔥
60,LETSGOOOOOO!!!!
61,PECCCAAAAAHHH PECAAAAAAHHHHH !!!
62,God dammit!!!! Ini the real YouTube rewind!!! I got Goosebumps!! I love it!!
63,4:27 deadwod datanglah
64,3:50 best sceen
65,"Terima kasih banyaak buat support dari temen-temen! Semoga video ini bikin semangat utk temen2 kreator bikin konten yang seru, bermanfaat & bisa menginspirasi satu sama lain. Terima kasiih 🙏🏻😭"
66,"3:20 ada yg tau foto di samping² itu judul seriesnya apa aja ya?
Emily in Paris,  The World of Marriage, Tilik sama satunya lagi apa ya?"
67,"SAMPE MERINDING GW NONTONNYA
EPIC PARAH SIH INI 🔥🔥"
68,02:13 Bang Budi 01 Gaming Sama Frost Diamond
69,"bumi, maaf telah melukai
get healthy quickly and have a long life❤️"
70,Let's Go trending 1
71,INI APA WOYY..GUA NANGISS..PARAH KEREN BANGET😭😭😭❤❤❤❤❤❤❤
72,4:22 luar biasa
73,"Keren bangetttt, merinding nontonya feelnya dapet 😭💛"
74,MERINDING PARAAAHHH! MANTAPPU JIWA KEREN BANGETT
75,"omg, 2020 paling epic . sedih sih pas masuk scene ending skinny24 :"")"
76,"Gila Gilaaa,merinding sumpah yang terakhir akhir:("
77,"Wajib ""👍"" sebelum meninggalkan 2020"
78,4:26 wkk
79,im waitin..
80,Coki muslimmmm favv😍 tapi merinding banget nntn ini keren parah!!!
81,among us lima tahun sekali😂 ajang fitnah memfitnah orang
82,SUMPAHHHHHHH KEREN AJA GA CUKUP INI MAH AMAZING 😭😎❤️❤️❤️❤️
83,11:32 sedih gw anjim
84,Ye Aye! :D
85,"Keren, kece parah, PECAAAAHHH!!!"
86,"Kerennnnn bangettttttt,harus trending🔥"
87,Awww keren 🔥🔥🔥
88,"Kurang Anjay nih #RI2020
Maksudnya kurang ""Anjay"" 
Keseluruhan nih video mah Anjayyyyyyyyyyyyyyy sekali."
89,"Rewind earth nanti taun 2069 , direkturnya mars."
90,"Sumpaaa merindingggg  , kereeeennnnn bangettttttt  😥🥰"
91,wth is going on i- i almost crying tf
92,"makin sukses untuk youtuber2 indonesia dan makin kreatif lagi,gokill🔥🔥"
93,4:25
94,LETS GO !! #RI2020
95,"Fix keren no debat, emosi sedih, seneng ada disini ❤️🔥, semangat terus para kreator 🔥🔥"
96,8:49 itu rog dicat putih?
97,7:53
98,SUHU NYA YUTUB INDO DAH KELUAR AUTO PECAH
99,YOOOOOO REWIND 2020 HIT DIFF🔥
100,"Long live logic nation, cania,coki,deddy,and other."
101,The Best Indonesia
102,Berharap mas bayu bsa berkarya seperti dulu lagi di youtube 😭
103,"Terlalu keren, btw pas flashback ggs gw jdi sedih, inget masa2 nontonin youtube terus dan ga nnton tv lagi, terimakasih sudah berjuang"
104,"Selama YT rewind gua gapernah semerinding ini,  happy and sad feelings dapat banget, congrats buat tim yang telah membuat yt rewind ini"
105,TERHURA-! sumpah keren bangeeeet empat jempol buat semua 👍👍
106,"Di gua like nya lebih banyak 100 ribu daripada yang nonton wkwkkw
The best lah YT rewind kali ini"
107,STANDING OVATIONNNNNN!!!!!!
108,TRENDINGGGGG!!! GO GO GO
109,GUA KIRA INI YOUTUBE REWIND GLOBAL .
110,PLISSSS IS PERFECTTTTTT IM CRIED😭😭😭
111,Keren bangettt mo nangis 🔥🔥😍
112,KERENNNNNN REWIND SKINNY INDONESIAN 24 ...
113,2:51 lahh chef arnold jadi chandraliow wkwkwk
114,Keren parah sh ini🔥🔥🔥
115,BOOOMMMMM !!!!  .... Merinding Liat Nya Keren Parahhhhhh🔥🔥🔥🔥
116,"Gilaaa., serasa nonton film dibioskop boyss 🔥🔥🔥🔥🔥🔥"
117,video ini akan dipenuhi oleh komentar YouTuber ceklis
118,Keren bgt kakak2 bangsa ini!!! PROUD 😭👏
119,Sumpah ga BOONG GUE NANGIS ANJINGGGGG sumpahhh semua team yang kerjain THX banget kalian gila!!!! GA BERASA GUE DI YOUTUBE UDAH 10 tahub
120,"Seru bgt, merinding ngelihatnya, mantapp"
121,"Gila, the best rewind sih ini! semangat trending! btw gue berkacakaca nonton gini doang"
122,Bagus bgt merinding😭❤️
123,4:21 wkwkwk :D
124,Noooo!!! I'm not crying! You crying😭
125,9:35 editor berkelas berkumpul.
126,This is Hi Quality production! EPICC
127,"KACAU KEREN😭❤️
thx you all🥺"
128,KEREN BGT😭🔥❤️
129,Keren oiii....!!! ❤🔥
130,kerennnnn bener bener jadi flashback bgt :( smoga taun depan 2021 menjadi taun yg lebih baik dr 2020
131,"Paling membuat saya terharu adalah scene nya Briptu Norman. Membuat saya bertanya2, KENAPA DIA KELUAR DARI BRIMOB? 😂😂😂"
132,merindingggg sumpahhh🤧🤧🔥🔥🔥🔥
133,Ahhhh dynamitee💜
134,Cokidantretan 4:33 BEST EVER HAHAHAHHA
135,"Bissmillah, BESOK TRENDING!!!!"
136,"And that’s how you do it! #RI2020 pastinya membekas di hati banyak orang dan diri sendiri, merinding sampe nangis :( thank u so much for the amazing opportunity, I got to be a part of something wonderful! Maju terus Indonesia ❤️"
137,2:36 yang kanan siapa
138,Kerennn gilaaaaaaa 🔥🔥🔥🔥🔥
139,"Baru kali ini ngeliat youtuber yg sering gw tonton banyak yg masuk youtube rewind, keren!"
140,"I got goosebumps with these thing... I remembered all things that happened, all content creator that always accompany my youth Times... Thanks for everyone that makes my day wonderful.. i can't stop cry.."
141,I can't stop tapping replay button!🔥🔥🔥🔥
142,Trendingkannn
143,7:54 demi apa anjir merinding 😖😭
144,Rewind 2019 ilang wkwk
145,4:14 KANG MATIIN MIC 😂
146,7:53 sumpah merinding
147,omgg i'm proud of u gaisss <3
148,"cita"" sesat"
149,"OMG THIS IS SO EPIC, I'M ABOUT TO CRY AKSJAJA"
150,"GOKIL NI🔥🔥
THIS ONE SHOULD BE FREAKIN' VIRAL"
151,"MERINDING, NANGIS, SENYUM, KETAWA, THATS MY REACTION, THIS IS INCREDIBLE, GOOD JOB🔥"
152,THIS LITTTT🔥🔥🔥🔥🔥
153,WAAAA SO PROUDDD ❤️'))
154,The bestttttttttttttttt🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
155,06:20 gua langsung merinding cok sumpah😭
156,14:04 ngeliat mukanya David lucu njir HAHAHAA
157,Keren banget ini harus trending !!
158,Mo nangis 😭♥
159,7:52 BIKIN MERINDING SAMPE AKHIRRR! WAJIB TRENDING INI BAGUSSSS BANGETTT WOEYYYYY!!!!!!!!!🔥🔥🔥🔥
160,Trendingkan!
161,"Demi apapun rewind terkeren yang pernah ada sampe saat ini, maknanya ngena banget di 2020 ini ditambah ini tahun terakhir SkinnyIndonesian24 di YouTube I Love You so much semua Youtubers yang berkarya❤️ yah kan sampe nangis:("
162,"Goosebumps, nangisss kereennn bgt 😭❤️❤️❤️"
163,"PARAH KEREN GILAK, sepanjang nonton gw merinding parahh😭😭❤️"
164,Makasii semuanyaa
165,MASTERPIECE IN 2020🔥🔥🔥🔥
166,Kom3n nya jgn pake 3mot biar tr3nd1ng
167,Proud to be Indonesian 🔥🔥🔥 インドネシアすごい‼️
168,Masterpiece🔥
169,04:25 ngakak bngst🤣🤣🤣
170,"2:51
BANG CHAN NGAPAIN DISITU ?"
171,knapa keren bngettt😭😭😭❤️🔥🔥
172,MANTAPZZZ🔥
173,KEREN PARAHHHH🔥🔥🔥
174,"11:32 sedih, ga boong"
175,Semangat terus semua untuk terus berkarya👏🏻👏🏻👏🏻
176,"Keren, kece parah, PECAAAAHHH!!!"
177,Wahh Gil4 sih The best lah🔥❤️
178,2020 sekeren ini gak kebayang youtube rewind 2021 nih 🤣🔥🔥🇮🇩
179,"Anjeeenngggg, Merinding Gw nonton nyaa..
 Ini keren paraahhhhhh!!"
180,PECAAAHHHH 🔥🔥🔥🔥🔥 ditunggu re edidnya ya bang Chand:v
181,KEREN PARAHHHH🔥
182,KERENNNNN PARAHHHHHH❤️❤️❤️
183,AYO TRENDINGGGG!!!!
184,"Terima kasih semua 🔥
Untuk tahun ini, see ya next year 👍"
185,The best 🔥
186,2:34 sepintas mirip pokimane
187,5:46 pak muh
188,3:30 uuuuuuuuuuy!! leyla derina ikutttannn uwahwahhw btw alhamdulillah nessie judge ikut RI2020 tahun ini...
189,MENYALA🔥
190,The best 😭
191,REWIND INDONESIA 2020 PECAH!🔥🔥
192,"Waawwwww impressive, salfok sma pak muh dan Buna Rachel Venya yg msih dgn hijabnya 🤗"
193,KERENNNN PARRAAHHHHH
194,petjaahhhhhhhhhhhhhhhh ❤️❤️❤️
195,"Hei, siapa yg naro bawang disini?!! Bisa-bisanya nonton sampe nangis:') btw, KEREN BANGETTTT!!!!!!!"
196,"Selalu sukaaaaa dengan editannya Chandra Liow, KEREEEEN BGT INIII !!!!"
197,"Di menit awal bahagia liat scene keren ini itu....

Tapi"
198,KEREN ANJAAYYYY
199,INI KERENNNN BANGETTTTTTT HARUS TRENDING INIMAH
200,KEREN BGDDDDD 😭😭😭😭🔥
201,Amazing bgt 😭
202,KEREN BANGETTT😭❤❤❤❤❤❤❤❤
203,"Kalian keren parah! Thanks for editor,producer dll. Ini rewind yg paling menyentuh hati. Usaha kalian sudah terbayarkan dgn rewind terbaik ini😥"
204,"endingnya nangis:"")"
205,Kerennnnnnnnnn
206,Merinding woi 😭😭❤️❤️❤️❤️
207,saya menunggu Behind The Sence nya. (emot api)
208,"REWIND KALI INI BIKIN GW NANGIS 😭😭😭😭😭😭😭 ga ngerti lagi udah bingung gw masih nyesek karna semua nyampur 😭😭😭 keren iya, haru iya, menghibur iya, bingung gw bingung mau jelasinnya gimanaa!!!! Good job team #RI2020 ini sih jujur terbaikkkkks"
209,GILA SIH KEREN PARAHH😳🔥 PROUD OF Y'ALL GUYS!!
210,WOI KEREN BGT INIMAHHHHHH😭❤
211,MERINDINGG!! 🇲🇨😭🥺❤🤩✨
212,GOKILL
213,🔥🔥keren parahhh
214,2020 REWIND lebih tepatnya ☝️
215,"dapet banget feelnya, GG Yt Rewind IND 2020🔥🔥🔥"
216,Wowwww be littt🔥🔥🔥🔥🔥🔥ww
217,GILAGILAGILA
218,"TAPI PLEASE,INI KEREN BANGET WOIIIII,YOU KNOW KEREN BANGET?😭💖"
219,It's a cool so amazing congrats cand iam appreciated thiss good job.
220,"3:40 Game cacing :v
3:49 Red is so sus, I saw him to the vent I'm 100% 🔥"
221,Best rewind I've ever seen 😍✨ fff this vibe omg 😘💖
222,So proud of you guys!!! Much lovee✨
223,"Satu kata ""AMAZING!"""
224,"merinding.. terharu, sampe nangis:"""""
225,"5:58 ada pak Muh wmwkwk keren, YOUTUBE REWIND 2020 KERENNN!"
226,Skinnyindonesian:')
227,"KEREN BANGET PARAH. SEMUA ORANG INDONESIA YANG NGELEWATIN 2020, HEBAT."
228,"Percuma youtube rewind bagus"" tapi gaada ilham🗿"
229,Kita treandingkan satu minggu 🔥🔥
230,this vid made me crying
231,Thought on Chef Arnold's part there will be SKZ - God's Menu song. But BTW this is extremely excellent so far🔥🔥🔥
232,11:35 kalian pasti tau artinya apa 😢😢
233,"Jujur nonton ini terkesima keren banget, dan so emotional banget, sedihhh :("
234,KELASSS✨
235,"Helpp terharuuu, semangat buat para senior, sukses selalu❤️"
236,2:51 chef chandra?
237,THE BEST INDONESIAN YOUTUBE REWIND EVER
238,"For 2020, thanks everyone for big power & support with following the protocol. Stay safe & stay healthy."
239,Terbaik sih ini ga ada yang ngalahin 😭
240,keren bangettt nangisss:'))
241,KEREN BGT 😭❤️
242,KEREN BGTT IHH SUKAK😭😭❤
243,KEREN BANGETTT WOII 🖤🖤🔥🔥🔥
244,"Di akhir video menceritakan bawah skinyindonesia24 udah out youtube 
: '"
245,Suka bgttt❤💕
246,"Fix trending sih ni, GOKIL🔥🔥"
247,"Merinding jir, btw lagu dua lipa banyak masuk 😭"
248,gilaaaaakkk moodboster bangett! kerennn!❤️❤️
249,"Fadil lu ngapain nyasar kesini. 
Udah pak muh lu ajak lagi🤣🤣."
250,thankyou! ga nyangka rewind tahun ini bikin hati tersentuh.
251,DEMI APA GW NANGIS NONTONNYA 😭😭😭😭❤️❤️❤️
252,2:38 TEAM HAN JI PYEONG!!!!
253,"cryinggggg!! great job all, bagussssss sekaliii😭😭"
254,Asli ini keren 🔥🔥🔥
255,GAADA OBATT! GOKIL PARAHH🔥 merinding cuyyy
256,"GILAAAAA KEREN BANGETTTT!!! 🔥🔥🔥
Terima kasih banyak kepada semuanya yg terlibat dalam produksi video ini! Maju terus perYTan Indonesiaaa!!! #RI2020 🇮🇩🇮🇩🇮🇩"
257,"All team keren bangetttt... Tbh I'm in tears guisee thanks for making this wonderful one thankyouuuu, super proud ❤"
258,KEREN PARAH COYY❤️❤️👏👏
259,KEREEEN BANGEEET 🔥🔥
260,kecee anjirrrrr 😭
261,3:09 penampakan di jendela
262,"Damn!!! Bagus banget, yt rewind terbaik sejauh ini."
263,THIS IS MASTERPIECE!!!❤️❤️❤️❤️
264,Terharu boss😭😭
265,Merindingggg berasa banget feelnyaa. Thank you buat semua yg udh berpatisipasiii inii lebih dari kerennn😭😭😭
266,KEREN BGT!!!!!!!!!!!!!
267,This is legendary !!
268,HARUS TRANDING🔥🔥guilaa keren bgt
269,"Omgg terharu... Kerenn 
I love you all . ❤️❤️❤️✊"
270,"Wuihhhh ""sugoi dekai"" temen-temen... 2020 emang luar biasa !!!"
271,Sayangg nyaa YouTuber favorite aing tara artssss gk ikut gara gara covid :(
272,BEST EVER GOOD JOB!!!!
273,"woaah kerenn :""))"
274,GOKSS!
275,Harus trending bgt ini mah :')
276,"Dapet bgt feel emosi nya rewind kali ini, mantap"
277,Keren banget sii paraah🔥
278,AYO TRENDING! 🔥
279,"keren parah... disetiap scene selalu bikin goosebumps, paling epic 9:45 merinding parah .. semoga tahun 2021 semakin keren Youtube Indonesia. #RI2020"
280,"My feelings tentang video ini... Yaa campur gitu sih.. Sad sih lihatnya, ngingat yang sudah kita lewati di tahun ini"
281,WHAT. A. BEAUTIFUL. MASTERPIECE
282,Merinding banget yaaAllah 😭😭😭😭
283,"Keren parah sumpah dahh😲😲
Penutup 2020 yang Perfecto..."
284,Wagelasih bikin merinding😭
285,SO EXCITEDDDD!!!! 🎉🎉🎉🎉
286,The best ❤️
287,"KEREN BANGET PARAH PARAH PARAHHHHHHHHHHHHHHHHHHHH, I got goosebumps"
288,KERENN COKKK!!!
289,Kerennnnn😭
290,Bisa bisa nya gw nangis 😭😭😭 keren. Bgt
291,GOOSEBUMPS CHANDRA THIS WAS AMAZING!!!
292,NANGIS BGT!😭🥺❤️
293,Waaaaaa gilaaaaaa the best lah🔥
294,KEREN BANGEEEEEEETTTTTT!!!!!! :')
295,"keren cuyy...

tp sedih 
ditutup dengan pergi nya dalopez bersaudara,,  "
296,MERINDINGGGGG!!!!!!! GO TRENDINGGGG!!!
297,keren bgt woi pecahh😭🔥
298,"Terharu, merinding kalian keren 🔥
Karya anak bangsa sehat selalu kaliannn terimakasih telah menghibur kami ♥️"
299,"Keren gilaaaaa
🤩🤩🤩"
300,ANJJJ BAGUS BGTT SUMPAH 😭😭😭😭 FAKK GW NANGIS PAS LIAT JO KELUAR PINTU
301,"MERINDING, NANGIS, KAGUM❤️"
302,Wuiiih emang top🔥
303,DEMI ALLAH KEREN😭
304,"Best Part 3:50 - 5:29
🔥 🔥 🔥"
305,Sickkk!! Keren parah 🔥
306,"Keren fellnya dapat banget,mantap... 🔥🔥"
307,Pak Muh ❤️
308,#Flashbacks
309,Merinding Masya'allah :))
310,"9:35 kukira dia ga ikut, lama ga muncul :)"
311,Keren sumpahnya 😭😭
312,keren parah 🔥
313,Gokilll 🔥🔥🔥
314,"Merinding, keren abis, and gokil. Maju terus buat Youtubers Indonesia💪😇"
315,Keren banget gilaaaa:))))
316,Keren banget iniii🔥🔥🔥🔥🔥🔥😍😍
317,"keren..! scene bendera Indonesia semangat nasionalisme nya dapet bgt. part paling kerasa itu pas ngadepin pandemi, dimana byk orang2 putus asa, tp kita semua bahu membahu utk turun dg sumbangsihnya masing2 buat nolong orang2 yg kena dampak scara lgsung. #janganbosanjadiorangbaik #RI2020"
318,I don't expect it's gonna be this emotional 😢
319,Keren banget! Super apreciate all of you👏🏻
320,"COMENT TANPA EMOT HYUNG , BIAR CEPET TRENDING -!! HWAITING !!"
321,7:52 merinding langsung gw
322,Masterpiece!🔥🔥🔥🔥🔥🔥
323,11:41 so sad...
324,"Unexpectedly, perfect. Thousand thumbs up for all creator👍🏻"
325,What the f... Keren !!! Andovi n Jo 👍 God bless you
326,YOU GUYS DID SO GREAT!! TERIMA KASIH TELAH MENEMANI 2020 KAMI💕 SEMOGA TAHUN DEPAN LEBIH BAIK.
327,TOO DAMN GOOD 🔥🔥🔥
328,10:45 ga ada obat🔥
329,"So amazing😭😭😭, ada nostalgianya juga"
330,Gilaaaaaakkkkk nangiiiissss dooonngggg 😭😭😭😭😭😭😭
331,Merinding nontonnya 😭🔥
332,Kerennn bgtttt!!! Merindingggg😭
333,GELOOOKKK KEREN ABISS SI INIII!!
334,pewdiepie needs to react to this
335,Semangat terus semua untuk terus berkarya👏🏻👏🏻👏🏻
336,"goksssss, trending ayooooo"
337,Such a great masterpiece 👏👏👏
338,"Gilaaa..,keren anjim rewind tahun ini.
Yang bikin dan meramu musiknya juga luar biasa,Kami bangga..

Ini artis2 media mainstream emang ga diajak,apa pada gabisa?? Tp bagusan gini aja deng content creator semua ga ada artis tv nya.ckkuuaakkzzz.."
339,THIS IS MASTERPIECE 💖
340,"Boleh boleh lah, mantap pokoknya 🔥❤️❤️"
341,ASTAAAGGAAAAA ADA ARAAAPP!!!!!! BENER BENERR MERINDIIINGGGGG!!!! OMG ARAAAAPPPP😭
342,Kerennnn sampai merinding gini nontonnya 🥺❤️
343,"vibes videonya kerasa aulion bet, rafia warna warni ama warna warna pastel ngejreng wkwk
gudjob lah"
344,Keren bangett 😭😭❤️❤️❤️
345,Jadiin trending no.1 lah~
346,"Wahhh Gokill, Epic parah sii!"
347,Aaaaaaaaa keren banget !!!! Tapi sedih ending nya🥺. Semoga kedepannya youtube Indonesia di penuhi konten konten yg kreatif dan bagus lagi!! Semangat!!
348,Konsepnya mantap😭❤
349,"GILA, GW MERINDING BANGET... APALAGI PAS SCENE KENANGAN"" YOUTUBE LAMA & PAS ADA SKINNYINDONESAN24... ANJIR NYESEK... PROUD OF TEAM REWIND INDONESIA 2020 #RI2020"
350,sapa naro bawang d sini 😭😭
351,4:20 Mic-nya di Mute
352,King of youtube : chandra liow dan aulion
353,gokilll abisss😭❤❤❤
354,LEGENDS NEVER DIE🔥🔥🔥🔥🔥🔥🔥🔥🔥
355,"Epiclah, 


untng youtuber yang bner"""
356,"7:55 merindinkkkkkk sebadan badan , all mashup nya gila lah sungkem buat kalian"
357,"Keren paraaaaaahhhhhh🔥
Harapan gw di tahun 2021 keadaan Indonesia semakin membaik. AAMIINN"
358,"in the end.. 
i just realized, skinny indonesian umurnya tinggal 3 hari lagi :'("
359,"So freaking good, Good job you guys 👏👏👏"
360,"Baguss bgt yg ini lebih berkonsep daripada taun lalu
GOOD JOB✨"
361,Petchah banget yg rewind ditangan org yang tepat 🔥🔥
362,Merinding parahh😭
363,Wajib Trending Pokoknya! 📌😭
364,"""Angkatan tahun 2020 selamat atas kelulusan kalian"" nangis langsung 😭"
365,gilaaaa!!!🔥🔥🔥🔥🔥
366,Keren parah sih :'
367,Keren banget!!!!❤️❤️😭
368,"GILA ANJIR MRINDING, TERDEBES EMANG🔥"
369,"Bagus banget mo nangisss (╥﹏╥)
Seneng juga ada geng GBLK"
370,Wisuda online 😭
371,"Sumpahhhh....
FeelNya kerasa Happy, merinding, Sad, takjub, Wow, And everything feeling😍
#RI2020"
372,Gila sih keren abissss 🔥🔥🔥
373,PLISSS HIGHHH CLASSS
374,KEREN PARAHHH!!! 🔥🔥🔥
375,GILAAA MERINDINGG! KEREEN!!
376,AKU PADA MU LAHHH MASSSSSS LOVE YOUUU ALL 🤩🤩🤩
377,Merindingggggg!!!
378,"GILAK SIHH,,YOUTUBE INDO KERASSS"
379,beneran keren banget gatau mo nangis gatau mo ngomong apa lagi saking bagusnya :)
380,"mantappp... ini baru namanya youtube rewind
Top abis buat semua team!!
God bless Indonesia"
381,KERENNNN PARAHHH🥺🥺❤🔥🔥🔥🔥
382,14 menit yang berharga
383,<33
384,Kenapa Baim wong sama Rafi Ahmad ga ada?
385,"Sukses buat terharuuu, senang bahagia. Terimakasih kalian youtuber Indonesia, terus berkarya ❤"
386,Kata Ilham scene coki&muslim adalah yg paling terbaik👍
387,goaks🔥🔥
388,Keren parah 🔥
389,RESPECT 💯💯💯
390,Keren bangettt 🔥❤️
391,"emang paling mantap ,pecah habisss !!!!!!"
392,"Kacau sih keren abiss 😫, yang dislike video ini keterlaluan banget, masa video sebagus gini di dislike😐"
393,Sangarrrrr orang hebat hebat sedang berkumpul... semoga tahun depan dapat ikut disini.
394,"Sumpeh woi tanggung jawab, ini kek bikin film yg trailer nya udah keluar tapi film nya ga akan tayang😰. Gw kira gw baru nonton sebentar tau nya udah abis dong😭"
395,Epic!!!🔥
396,4:17 mic 🤣
397,"keren bgt
,, love you all..."
398,Merindingggg keren bgtt😍❤❤😭
399,"PARAH KEREN BANGET INI MAH , HARUSS TRENDING!!!"
400,"Gw yakin indonesi bakal maju, sama kita anak anak muda🔥🔥🔥"
401,Keren bangettt👍👍🔥🔥🔥
402,CHANDRALIOW TEAM AND OTHERS FOR THE WIN!🔥
403,Pecahh keren bangett❤️😭
404,AYO TRENDING KAN😭👍
405,Ini harusnya rewind global!! So proud of you all 🥰🥰
406,AJAHSJNSDI MERINDING
407,GOKSSS🔥🔥🔥
408,rewind Indonesia 2020🔥🔥
409,Wowwww be littt🔥🔥🔥🔥🔥🔥
410,merinding plis😭
411,Pak muh <3
412,Part pak muh siih paling favv ❤️❤️😂
413,sedih melepas jovidovi pergi :(
414,KEREN PARAH WOYY 😭😭😭😭
415,"MIAWAUG GK ADA YA?
Yg liat tlng tag menit"
416,Nah ini baru youtube rewind yg keren! Mantap!!
417,"Gw jarang komen (hampir gak pernah malah), tapi harus komen. Gila sih parah banget keren!!!!! gokil, awalnya skeptis soal durasi yang sampe belasan menit. Ternyata bukan cuma rewind 2020, tapi rewind 1 dekade! Gokil great job semuanya! Wajib bangga! 
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥"
418,Perfect!!
419,Damnnn! Gw merinding dimenit 9:33 keren bet
420,REAL MASTERPIECE!!! Stay Creative Indonesian Creator..
421,"Ya Allah ga kerasa 2020 udh habis, nangis banget nontonnya"
422,menangiisss 😭😭😭😭😭
423,GILAAKK PARAHHH 🔥🔥🔥
424,Amazing🔥🔥🔥🔥
425,TEPUK TANGAN!!
426,WAHHH GILAAA MERINDING NONTON NYAA
427,🔥🔥🔥
428,WOWW GILA KERENN PARAH SIH INII !!! UDAH KELAS DUNIA INI MAH
429,"Wah keren asli ini para senior Content Creator Indonesia, doa kami semoga di Tahun 2021, bisa ikut mengisi daftar orang-orang hebat seperti pada Video Youtube Rewind 2021. JAYA JAYA JAYA YAAA!!!!"
430,"Inilah para pengisi layar hp dan layar televisi, apalah dayaku hanya bisa melihat sambil mlongo. Pengen juga ikut andil dalam pembuatan video ini."
431,Keren bet anjir merinding gua nntnnya 🤘😁 the best lah
432,speechless❤️❤️
433,"Kacauu sampe merinding, keren banget pokoknya gue bangga sama Indonesia 💪"
434,DEG DEG SERRR
435,Pak muh sih MVP nya wkwkwk
436,"Wow, terharu akutuuu ❤"
437,KEREEENN BANGEETTTT😭😭😭😭🔥🔥🔥🔥🔫
438,KEREEEEEENNNNN DEMI APAPUN ❤️
439,OMGGG KEREEEN !!!😭😭
440,Kaget ada lagu dynamite 😭😭😭🔥🔥💜💜
441,Kerennn bangetttt!!!!! ❤️❤️❤️❤️
442,Gokss🔥🔥🔥
443,Merinding bangettt sii seriusss!!!! Mantapp
